Contig,Gene,site_pos,Species,Peak number,SNV position (genome),Gene product,GO annotation,Pathway,iLDS,Data type
NZ_DS499550,428128.7.peg.2045,70750,Eubacterium_siraeum_57634,14,2308132,"Possible alpha-xyloside ABC transporter, permease component",,,0.210183955,QP metagenomes
NZ_DS499551,428128.7.peg.2305,205989,Eubacterium_siraeum_57634,15,2591380,hypothetical protein,,,0.074644134,QP metagenomes
NZ_DS499551,428128.7.peg.2305,206172,Eubacterium_siraeum_57634,15,2591563,hypothetical protein,,,0.075843459,QP metagenomes
NZ_GG697149,411483.3.peg.150,143367,Faecalibacterium_prausnitzii_61481,1,143367,glucuronide permease,,,0.36744495,QP metagenomes
NZ_GG697149,411483.3.peg.150,143491,Faecalibacterium_prausnitzii_61481,1,143491,glucuronide permease,,,0.304464556,QP metagenomes
NZ_GG697149,411483.3.peg.32,628943,Faecalibacterium_prausnitzii_61481,2,628943,hypothetical protein,,,0.147360529,QP metagenomes
NZ_GG697149,411483.3.peg.33,630714,Faecalibacterium_prausnitzii_61481,2,630714,"Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)",GO:0009011|starch synthase activity,00500|Starch and sucrose metabolism,0.332067267,QP metagenomes
NZ_GG697149,411483.3.peg.32,630362,Faecalibacterium_prausnitzii_61481,2,630362,hypothetical protein,,,0.354305279,QP metagenomes
NZ_GG697149,411483.3.peg.33,631107,Faecalibacterium_prausnitzii_61481,2,631107,"Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)",GO:0009011|starch synthase activity,00500|Starch and sucrose metabolism,0.275769627,QP metagenomes
NZ_GG697149,411483.3.peg.33,632069,Faecalibacterium_prausnitzii_61481,2,632069,"Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)",GO:0009011|starch synthase activity,00500|Starch and sucrose metabolism,0.200031506,QP metagenomes
NZ_GG697149,411483.3.peg.33,631236,Faecalibacterium_prausnitzii_61481,2,631236,"Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)",GO:0009011|starch synthase activity,00500|Starch and sucrose metabolism,0.247117105,QP metagenomes
NZ_GG697150,411483.3.peg.573,215487,Faecalibacterium_prausnitzii_61481,3,854694,Membrane proteins related to metalloendopeptidases,,,0.180419255,QP metagenomes
NZ_GG697150,411483.3.peg.573,215424,Faecalibacterium_prausnitzii_61481,3,854631,Membrane proteins related to metalloendopeptidases,,,0.197728252,QP metagenomes
NZ_GG697150,411483.3.peg.573,215598,Faecalibacterium_prausnitzii_61481,3,854805,Membrane proteins related to metalloendopeptidases,,,0.261940289,QP metagenomes
NZ_GG697150,411483.3.peg.573,215672,Faecalibacterium_prausnitzii_61481,3,854879,Membrane proteins related to metalloendopeptidases,,,0.19732869,QP metagenomes
NZ_GG697150,411483.3.peg.573,215592,Faecalibacterium_prausnitzii_61481,3,854799,Membrane proteins related to metalloendopeptidases,,,0.228273715,QP metagenomes
NZ_GG697150,411483.3.peg.682,339033,Faecalibacterium_prausnitzii_61481,4,978240,PAP2 family protein,,,0.150904036,QP metagenomes
NZ_GG697150,411483.3.peg.683,339525,Faecalibacterium_prausnitzii_61481,4,978732,"Hydrolase, HAD superfamily",,,0.175920105,QP metagenomes
NZ_GG697151,411483.3.peg.1354,15386,Faecalibacterium_prausnitzii_61481,5,1210727,"Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein",,,0.235541831,QP metagenomes
NZ_GG697151,411483.3.peg.1354,15398,Faecalibacterium_prausnitzii_61481,5,1210739,"Bacteriocin/lantibiotic efflux ABC transporter, permease/ATP-binding protein",,,0.276827961,QP metagenomes
NZ_GG697152,411483.3.peg.1914,139586,Faecalibacterium_prausnitzii_61481,6,1890388,FIG001802: Putative alkaline-shock protein,,,0.227799211,QP metagenomes
NZ_GG697152,411483.3.peg.1916,141785,Faecalibacterium_prausnitzii_61481,6,1892587,hypothetical protein,,,0.266997868,QP metagenomes
NZ_GG697152,411483.3.peg.1919,143751,Faecalibacterium_prausnitzii_61481,6,1894553,Sodium-dependent phosphate transporter,,,0.21784861,QP metagenomes
NZ_GG697152,411483.3.peg.1824,382074,Faecalibacterium_prausnitzii_61481,7,2132876,Alpha-glucosidase (EC 3.2.1.20),GO:0004558|alpha-glucosidase activity,00052|Galactose metabolism;00500|Starch and sucrose metabolism,0.600468774,QP metagenomes
NZ_GG697152,411483.3.peg.1825,382592,Faecalibacterium_prausnitzii_61481,7,2133394,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity,00230|Purine metabolism,0.400965035,QP metagenomes
NZ_GG697152,411483.3.peg.1824,382092,Faecalibacterium_prausnitzii_61481,7,2132894,Alpha-glucosidase (EC 3.2.1.20),GO:0004558|alpha-glucosidase activity,00052|Galactose metabolism;00500|Starch and sucrose metabolism,0.61282125,QP metagenomes
NZ_GG697152,411483.3.peg.1824,381616,Faecalibacterium_prausnitzii_61481,7,2132418,Alpha-glucosidase (EC 3.2.1.20),GO:0004558|alpha-glucosidase activity,00052|Galactose metabolism;00500|Starch and sucrose metabolism,0.277997275,QP metagenomes
NZ_GG697152,411483.3.peg.1825,383105,Faecalibacterium_prausnitzii_61481,7,2133907,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity,00230|Purine metabolism,0.262185836,QP metagenomes
NZ_GG697152,411483.3.peg.1825,383432,Faecalibacterium_prausnitzii_61481,7,2134234,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity,00230|Purine metabolism,0.16476191,QP metagenomes
NZ_GG697152,411483.3.peg.1824,382122,Faecalibacterium_prausnitzii_61481,7,2132924,Alpha-glucosidase (EC 3.2.1.20),GO:0004558|alpha-glucosidase activity,00052|Galactose metabolism;00500|Starch and sucrose metabolism,0.627758091,QP metagenomes
NZ_GG697152,411483.3.peg.1824,382062,Faecalibacterium_prausnitzii_61481,7,2132864,Alpha-glucosidase (EC 3.2.1.20),GO:0004558|alpha-glucosidase activity,00052|Galactose metabolism;00500|Starch and sucrose metabolism,0.426771185,QP metagenomes
NZ_GG697152,411483.3.peg.1824,382167,Faecalibacterium_prausnitzii_61481,7,2132969,Alpha-glucosidase (EC 3.2.1.20),GO:0004558|alpha-glucosidase activity,00052|Galactose metabolism;00500|Starch and sucrose metabolism,0.609999507,QP metagenomes
NZ_GG697152,411483.3.peg.1825,383161,Faecalibacterium_prausnitzii_61481,7,2133963,Adenylate cyclase (EC 4.6.1.1),GO:0004016|adenylate cyclase activity,00230|Purine metabolism,0.221940496,QP metagenomes
NZ_GG697153,411483.3.peg.2076,112622,Faecalibacterium_prausnitzii_61481,8,2276938,hypothetical protein,,,0.109491602,QP metagenomes
NZ_GG697153,411483.3.peg.2076,112718,Faecalibacterium_prausnitzii_61481,8,2277034,hypothetical protein,,,0.102571137,QP metagenomes
NZ_GG697154,411483.3.peg.2283,91809,Faecalibacterium_prausnitzii_61481,9,2498514,hypothetical protein,,,0.1006973,QP metagenomes
NZ_GG697154,411483.3.peg.2283,92393,Faecalibacterium_prausnitzii_61481,9,2499098,hypothetical protein,,,0.234387146,QP metagenomes
NC_015160,709991.3.peg.256,299993,Odoribacter_splanchnicus_62174,1,299993,hypothetical protein,,,0.047232175,QP metagenomes
NC_015160,709991.3.peg.256,300129,Odoribacter_splanchnicus_62174,1,300129,hypothetical protein,,,0.052462329,QP metagenomes
NC_015160,709991.3.peg.255,299885,Odoribacter_splanchnicus_62174,1,299885,Hemolysins and related proteins containing CBS domains,,,0.047144941,QP metagenomes
NC_015160,709991.3.peg.255,299419,Odoribacter_splanchnicus_62174,1,299419,Hemolysins and related proteins containing CBS domains,,,0.055909491,QP metagenomes
NC_015160,709991.3.peg.256,300141,Odoribacter_splanchnicus_62174,1,300141,hypothetical protein,,,0.047726704,QP metagenomes
NC_015160,709991.3.peg.1988,2282062,Odoribacter_splanchnicus_62174,2,2282062,Cation efflux system protein,,,0.028803607,QP metagenomes
NC_015160,709991.3.peg.1987,2281032,Odoribacter_splanchnicus_62174,2,2281032,hypothetical protein,,,0.032948946,QP metagenomes
ACUD01000002,658663.3.peg.316,151249,Parabacteroides_distasonis_56985,1,331128,Endothelin-converting enzyme 1 precursor (EC 3.4.24.71),,,0.051610492,QP metagenomes
ACUD01000002,658663.3.peg.316,151237,Parabacteroides_distasonis_56985,1,331116,Endothelin-converting enzyme 1 precursor (EC 3.4.24.71),,,0.06102139,QP metagenomes
ACUD01000002,658663.3.peg.316,151239,Parabacteroides_distasonis_56985,1,331118,Endothelin-converting enzyme 1 precursor (EC 3.4.24.71),,,0.046102631,QP metagenomes
ACUD01000002,658663.3.peg.445,292620,Parabacteroides_distasonis_56985,2,472499,Two-component system sensor histidine kinase,,,0.109222909,QP metagenomes
ACUD01000002,658663.3.peg.449,298369,Parabacteroides_distasonis_56985,2,478248,ABC transporter G family protein,,,0.073086158,QP metagenomes
ACUD01000002,658663.3.peg.1152,998234,Parabacteroides_distasonis_56985,3,1178113,Glutaminase A,,,0.159996267,QP metagenomes
ACUD01000002,658663.3.peg.1154,999520,Parabacteroides_distasonis_56985,3,1179399,Serine/threonine sodium symporter,,,0.102136778,QP metagenomes
ACUD01000002,658663.3.peg.1152,998317,Parabacteroides_distasonis_56985,3,1178196,Glutaminase A,,,0.147810677,QP metagenomes
ACUD01000002,658663.3.peg.1152,996257,Parabacteroides_distasonis_56985,3,1176136,Glutaminase A,,,0.183015445,QP metagenomes
ACUD01000002,658663.3.peg.1153,999095,Parabacteroides_distasonis_56985,3,1178974,putative acylhydrolase,,,0.097584873,QP metagenomes
ACUD01000002,658663.3.peg.1152,997853,Parabacteroides_distasonis_56985,3,1177732,Glutaminase A,,,0.159047905,QP metagenomes
ACUD01000002,658663.3.peg.1154,999509,Parabacteroides_distasonis_56985,3,1179388,Serine/threonine sodium symporter,,,0.114590148,QP metagenomes
ACUD01000002,658663.3.peg.1152,997676,Parabacteroides_distasonis_56985,3,1177555,Glutaminase A,,,0.171976535,QP metagenomes
ACUD01000002,658663.3.peg.1153,999287,Parabacteroides_distasonis_56985,3,1179166,putative acylhydrolase,,,0.089881728,QP metagenomes
ACUD01000002,658663.3.peg.1152,997409,Parabacteroides_distasonis_56985,3,1177288,Glutaminase A,,,0.146230867,QP metagenomes
ACUD01000002,658663.3.peg.1152,996385,Parabacteroides_distasonis_56985,3,1176264,Glutaminase A,,,0.146873033,QP metagenomes
ACUD01000002,658663.3.peg.1152,996326,Parabacteroides_distasonis_56985,3,1176205,Glutaminase A,,,0.169375768,QP metagenomes
ACUD01000002,658663.3.peg.1154,999544,Parabacteroides_distasonis_56985,3,1179423,Serine/threonine sodium symporter,,,0.077123958,QP metagenomes
ACUD01000002,658663.3.peg.1154,1000363,Parabacteroides_distasonis_56985,3,1180242,Serine/threonine sodium symporter,,,0.069556687,QP metagenomes
ACUD01000002,658663.3.peg.1202,1049120,Parabacteroides_distasonis_56985,4,1228999,Putative TonB-dependent receptor,,,0.058098696,QP metagenomes
ACUD01000002,658663.3.peg.1202,1048571,Parabacteroides_distasonis_56985,4,1228450,Putative TonB-dependent receptor,,,0.060700947,QP metagenomes
ACUD01000002,658663.3.peg.1372,1233281,Parabacteroides_distasonis_56985,5,1413160,"RND efflux system, inner membrane transporter",,,0.069027756,QP metagenomes
ACUD01000002,658663.3.peg.1372,1232410,Parabacteroides_distasonis_56985,5,1412289,"RND efflux system, inner membrane transporter",,,0.084782209,QP metagenomes
ACUD01000002,658663.3.peg.1674,1575988,Parabacteroides_distasonis_56985,6,1755867,Permease of the drug/metabolite transporter (DMT) superfamily,,,0.060127752,QP metagenomes
ACUD01000002,658663.3.peg.1675,1576289,Parabacteroides_distasonis_56985,6,1756168,"Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps",,,0.05395182,QP metagenomes
ACUD01000002,658663.3.peg.1679,1580050,Parabacteroides_distasonis_56985,6,1759929,Hcp transcriptional regulator HcpR (Crp/Fnr family),,,0.051317665,QP metagenomes
ACUD01000002,658663.3.peg.1680,1580533,Parabacteroides_distasonis_56985,6,1760412,Hydroxylamine reductase (EC 1.7.99.1),GO:0050418|hydroxylamine reductase activity,00910|Nitrogen metabolism,0.050156297,QP metagenomes
ACUD01000003,658663.3.peg.2013,282239,Parabacteroides_distasonis_56985,7,2143592,hypothetical protein,,,0.059089778,QP metagenomes
ACUD01000003,658663.3.peg.2013,282349,Parabacteroides_distasonis_56985,7,2143702,hypothetical protein,,,0.06647992,QP metagenomes
ACUD01000004,658663.3.peg.2088,37952,Parabacteroides_distasonis_56985,8,2250986,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),GO:0008448|N-acetylglucosamine-6-phosphate deacetylase activity,00052|Galactose metabolism;00520|Amino sugar and nucleotide sugar metabolism,0.08728314,QP metagenomes
ACUD01000004,658663.3.peg.2088,37207,Parabacteroides_distasonis_56985,8,2250241,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),GO:0008448|N-acetylglucosamine-6-phosphate deacetylase activity,00052|Galactose metabolism;00520|Amino sugar and nucleotide sugar metabolism,0.060514748,QP metagenomes
ACUD01000004,658663.3.peg.2158,116806,Parabacteroides_distasonis_56985,9,2329840,"Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor",,,0.054415,QP metagenomes
ACUD01000004,658663.3.peg.2163,123497,Parabacteroides_distasonis_56985,9,2336531,hypothetical protein,,,0.065164227,QP metagenomes
ACUD01000004,658663.3.peg.2159,117193,Parabacteroides_distasonis_56985,9,2330227,hypothetical protein,,,0.046293385,QP metagenomes
ACUD01000004,658663.3.peg.2305,284957,Parabacteroides_distasonis_56985,10,2497991,Beta-mannosidase (EC 3.2.1.25),GO:0004567|beta-mannosidase activity,,0.096680803,QP metagenomes
ACUD01000004,658663.3.peg.2305,284579,Parabacteroides_distasonis_56985,10,2497613,Beta-mannosidase (EC 3.2.1.25),GO:0004567|beta-mannosidase activity,,0.079721407,QP metagenomes
ACUD01000004,658663.3.peg.2305,285359,Parabacteroides_distasonis_56985,10,2498393,Beta-mannosidase (EC 3.2.1.25),GO:0004567|beta-mannosidase activity,,0.065798368,QP metagenomes
ACUD01000004,658663.3.peg.2305,285995,Parabacteroides_distasonis_56985,10,2499029,Beta-mannosidase (EC 3.2.1.25),GO:0004567|beta-mannosidase activity,,0.075836318,QP metagenomes
ACUD01000004,658663.3.peg.2305,286537,Parabacteroides_distasonis_56985,10,2499571,Beta-mannosidase (EC 3.2.1.25),GO:0004567|beta-mannosidase activity,,0.062703747,QP metagenomes
ACUD01000004,658663.3.peg.2310,292955,Parabacteroides_distasonis_56985,10,2505989,putative secretory protein,,,0.111793603,QP metagenomes
ACUD01000004,658663.3.peg.2373,377342,Parabacteroides_distasonis_56985,11,2590376,"Vitamin B12 ABC transporter, substrate-binding protein BtuF",,,0.067622653,QP metagenomes
ACUD01000004,658663.3.peg.2373,377370,Parabacteroides_distasonis_56985,11,2590404,"Vitamin B12 ABC transporter, substrate-binding protein BtuF",,,0.074041033,QP metagenomes
ACUD01000004,658663.3.peg.2373,377396,Parabacteroides_distasonis_56985,11,2590430,"Vitamin B12 ABC transporter, substrate-binding protein BtuF",,,0.075349342,QP metagenomes
ACUD01000004,658663.3.peg.2373,377453,Parabacteroides_distasonis_56985,11,2590487,"Vitamin B12 ABC transporter, substrate-binding protein BtuF",,,0.072060457,QP metagenomes
ACUD01000004,658663.3.peg.2373,377454,Parabacteroides_distasonis_56985,11,2590488,"Vitamin B12 ABC transporter, substrate-binding protein BtuF",,,0.067871158,QP metagenomes
ACUD01000004,658663.3.peg.2373,377479,Parabacteroides_distasonis_56985,11,2590513,"Vitamin B12 ABC transporter, substrate-binding protein BtuF",,,0.077438252,QP metagenomes
ACUD01000004,658663.3.peg.2374,379436,Parabacteroides_distasonis_56985,11,2592470,"Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing",GO:0005506|iron ion binding;GO:0006118|electron transport;GO:0009055|electron carrier activity,,0.120494355,QP metagenomes
ACUD01000004,658663.3.peg.2374,379437,Parabacteroides_distasonis_56985,11,2592471,"Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing",GO:0005506|iron ion binding;GO:0006118|electron transport;GO:0009055|electron carrier activity,,0.127013307,QP metagenomes
ACUD01000004,658663.3.peg.2374,379536,Parabacteroides_distasonis_56985,11,2592570,"Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing",GO:0005506|iron ion binding;GO:0006118|electron transport;GO:0009055|electron carrier activity,,0.12851134,QP metagenomes
ACUD01000004,658663.3.peg.2375,380541,Parabacteroides_distasonis_56985,11,2593575,hypothetical protein,,,0.127544832,QP metagenomes
ACUD01000004,658663.3.peg.2380,385260,Parabacteroides_distasonis_56985,11,2598294,hypothetical protein,,,0.141172217,QP metagenomes
ACUD01000004,658663.3.peg.2380,385263,Parabacteroides_distasonis_56985,11,2598297,hypothetical protein,,,0.106975351,QP metagenomes
ACUD01000004,658663.3.peg.2380,385608,Parabacteroides_distasonis_56985,11,2598642,hypothetical protein,,,0.114959271,QP metagenomes
ACUD01000004,658663.3.peg.2380,385635,Parabacteroides_distasonis_56985,11,2598669,hypothetical protein,,,0.101233133,QP metagenomes
ACUD01000004,658663.3.peg.2380,385659,Parabacteroides_distasonis_56985,11,2598693,hypothetical protein,,,0.098046944,QP metagenomes
ACUD01000004,658663.3.peg.2380,385694,Parabacteroides_distasonis_56985,11,2598728,hypothetical protein,,,0.093043073,QP metagenomes
ACUD01000004,658663.3.peg.2380,385749,Parabacteroides_distasonis_56985,11,2598783,hypothetical protein,,,0.077734585,QP metagenomes
ACUD01000004,658663.3.peg.2380,386154,Parabacteroides_distasonis_56985,11,2599188,hypothetical protein,,,0.105147607,QP metagenomes
ACUD01000004,658663.3.peg.2381,388273,Parabacteroides_distasonis_56985,11,2601307,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5),GO:0004088|carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,"00240|Pyrimidine metabolism;00250|Alanine, aspartate and glutamate metabolism",0.106997722,QP metagenomes
ACUD01000004,658663.3.peg.2387,395656,Parabacteroides_distasonis_56985,11,2608690,hypothetical protein,,,0.07892444,QP metagenomes
ACUD01000004,658663.3.peg.2387,395674,Parabacteroides_distasonis_56985,11,2608708,hypothetical protein,,,0.089624466,QP metagenomes
ACUD01000004,658663.3.peg.2387,396538,Parabacteroides_distasonis_56985,11,2609572,hypothetical protein,,,0.057999481,QP metagenomes
ACUD01000004,658663.3.peg.2712,754455,Parabacteroides_distasonis_56985,12,2967489,hypothetical protein,,,0.058618576,QP metagenomes
ACUD01000004,658663.3.peg.2713,755812,Parabacteroides_distasonis_56985,12,2968846,hypothetical protein,,,0.053914758,QP metagenomes
ACUD01000008,658663.3.peg.3520,231765,Parabacteroides_distasonis_56985,13,3846424,Aminopeptidase C (EC 3.4.22.40),,,0.07302416,QP metagenomes
ACUD01000008,658663.3.peg.3520,231885,Parabacteroides_distasonis_56985,13,3846544,Aminopeptidase C (EC 3.4.22.40),,,0.067738052,QP metagenomes
ACUD01000009,658663.3.peg.3775,110575,Parabacteroides_distasonis_56985,14,4098578,"DNA repair and recombination protein, putative helicase",,,0.065351086,QP metagenomes
ACUD01000009,658663.3.peg.3777,113045,Parabacteroides_distasonis_56985,14,4101048,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.069708549,QP metagenomes
ACUD01000009,658663.3.peg.3777,113046,Parabacteroides_distasonis_56985,14,4101049,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.073986263,QP metagenomes
ACUD01000009,658663.3.peg.3777,113116,Parabacteroides_distasonis_56985,14,4101119,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.088473746,QP metagenomes
ACUD01000009,658663.3.peg.3777,113140,Parabacteroides_distasonis_56985,14,4101143,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.097843134,QP metagenomes
ACUD01000009,658663.3.peg.3777,113161,Parabacteroides_distasonis_56985,14,4101164,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.092414324,QP metagenomes
ACUD01000009,658663.3.peg.3777,113299,Parabacteroides_distasonis_56985,14,4101302,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.107255355,QP metagenomes
ACUD01000009,658663.3.peg.3777,113629,Parabacteroides_distasonis_56985,14,4101632,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.12294203,QP metagenomes
ACUD01000009,658663.3.peg.3777,113809,Parabacteroides_distasonis_56985,14,4101812,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.132605885,QP metagenomes
ACUD01000009,658663.3.peg.3777,113892,Parabacteroides_distasonis_56985,14,4101895,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.128481892,QP metagenomes
ACUD01000009,658663.3.peg.3777,114048,Parabacteroides_distasonis_56985,14,4102051,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.126019762,QP metagenomes
ACUD01000009,658663.3.peg.3777,114253,Parabacteroides_distasonis_56985,14,4102256,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.146451573,QP metagenomes
ACUD01000009,658663.3.peg.3777,114472,Parabacteroides_distasonis_56985,14,4102475,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.153937442,QP metagenomes
ACUD01000009,658663.3.peg.3777,114535,Parabacteroides_distasonis_56985,14,4102538,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.14093686,QP metagenomes
ACUD01000009,658663.3.peg.3777,114568,Parabacteroides_distasonis_56985,14,4102571,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.132095888,QP metagenomes
ACUD01000009,658663.3.peg.3777,114867,Parabacteroides_distasonis_56985,14,4102870,alpha-L-arabinofuranosidase (EC 3.2.1.55),GO:0046556|alpha-L-arabinofuranosidase activity,00520|Amino sugar and nucleotide sugar metabolism,0.109389003,QP metagenomes
ACUD01000009,658663.3.peg.3782,119164,Parabacteroides_distasonis_56985,14,4107167,hypothetical protein,,,0.075135017,QP metagenomes
ACUD01000009,658663.3.peg.3783,120282,Parabacteroides_distasonis_56985,14,4108285,hypothetical protein,,,0.097488819,QP metagenomes
ACUD01000009,658663.3.peg.3786,122790,Parabacteroides_distasonis_56985,14,4110793,hypothetical protein,,,0.096877335,QP metagenomes
ACUD01000009,658663.3.peg.3786,122819,Parabacteroides_distasonis_56985,14,4110822,hypothetical protein,,,0.075528025,QP metagenomes
ACUD01000009,658663.3.peg.3786,122836,Parabacteroides_distasonis_56985,14,4110839,hypothetical protein,,,0.105734559,QP metagenomes
ACUD01000009,658663.3.peg.3787,123096,Parabacteroides_distasonis_56985,14,4111099,RNA polymerase ECF-type sigma factor,,,0.124998711,QP metagenomes
ACUD01000009,658663.3.peg.3787,123113,Parabacteroides_distasonis_56985,14,4111116,RNA polymerase ECF-type sigma factor,,,0.106578042,QP metagenomes
ACUD01000009,658663.3.peg.3787,123290,Parabacteroides_distasonis_56985,14,4111293,RNA polymerase ECF-type sigma factor,,,0.099243561,QP metagenomes
ACUD01000009,658663.3.peg.3787,123330,Parabacteroides_distasonis_56985,14,4111333,RNA polymerase ECF-type sigma factor,,,0.095476815,QP metagenomes
ACUD01000009,658663.3.peg.3787,123354,Parabacteroides_distasonis_56985,14,4111357,RNA polymerase ECF-type sigma factor,,,0.119552162,QP metagenomes
ACUD01000009,658663.3.peg.3787,123374,Parabacteroides_distasonis_56985,14,4111377,RNA polymerase ECF-type sigma factor,,,0.124213727,QP metagenomes
ACUD01000009,658663.3.peg.3787,123407,Parabacteroides_distasonis_56985,14,4111410,RNA polymerase ECF-type sigma factor,,,0.112117238,QP metagenomes
NZ_DS264461,411477.4.peg.222,233530,Parabacteroides_merdae_56972,1,311764,Altronate dehydratase (EC 4.2.1.7),GO:0008789|altronate dehydratase activity,00040|Pentose and glucuronate interconversions,0.087594368,QP metagenomes
NZ_DS264461,411477.4.peg.222,234235,Parabacteroides_merdae_56972,1,312469,Altronate dehydratase (EC 4.2.1.7),GO:0008789|altronate dehydratase activity,00040|Pentose and glucuronate interconversions,0.114639659,QP metagenomes
NZ_DS264461,411477.4.peg.224,238110,Parabacteroides_merdae_56972,1,316344,"Uridine kinase, type 2 (EC 2.7.1.48)",GO:0004849|uridine kinase activity,00240|Pyrimidine metabolism;00983|Drug metabolism - other enzymes,0.127791727,QP metagenomes
NZ_DS264541,411477.4.peg.2463,205943,Parabacteroides_merdae_56972,2,2884539,Bis-ABC ATPase BT1543,,,0.194556503,QP metagenomes
NZ_DS264541,411477.4.peg.2470,214696,Parabacteroides_merdae_56972,2,2893292,ATPase,,,0.131438029,QP metagenomes
NZ_DS264542,411477.4.peg.2752,191821,Parabacteroides_merdae_56972,3,3246870,Beta-mannosidase (EC 3.2.1.25),,,0.27209031,QP metagenomes
NZ_DS264542,411477.4.peg.2746,180360,Parabacteroides_merdae_56972,3,3235409,Uncharacterized MFS-type transporter,,,0.078420835,QP metagenomes
NZ_GG703852,537011.5.peg.2704,19063,Prevotella_copri_61740,1,19063,Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5),,,0.084827014,QP metagenomes
NZ_GG703852,537011.5.peg.2704,18901,Prevotella_copri_61740,1,18901,Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5),,,0.093051551,QP metagenomes
NZ_GG703852,537011.5.peg.2735,53096,Prevotella_copri_61740,2,53096,tRNA dimethylallyltransferase (EC 2.5.1.75),GO:0052381|tRNA dimethylallyltransferase activity,00908|Zeatin biosynthesis,0.206529665,QP metagenomes
NZ_GG703852,537011.5.peg.2737,55235,Prevotella_copri_61740,2,55235,"Transcriptional regulator, Crp/Fnr family",,,0.235447171,QP metagenomes
NZ_GG703852,537011.5.peg.2738,56111,Prevotella_copri_61740,2,56111,"Putative glycogen debranching enzyme, archaeal type, TIGR01561",,,0.169700336,QP metagenomes
NZ_GG703852,537011.5.peg.2737,55190,Prevotella_copri_61740,2,55190,"Transcriptional regulator, Crp/Fnr family",,,0.247451811,QP metagenomes
NZ_GG703852,537011.5.peg.2735,53508,Prevotella_copri_61740,2,53508,tRNA dimethylallyltransferase (EC 2.5.1.75),GO:0052381|tRNA dimethylallyltransferase activity,00908|Zeatin biosynthesis,0.201583562,QP metagenomes
